Date,Selic
2018-03-19,0.0012782530715560458
2018-03-26,0.0012502647440304493
2018-04-02,0.0009851637463369478
2018-04-09,0.0012316062936512662
2018-04-16,0.0012316062936514882
2018-04-23,0.0012316062936514882
2018-04-30,0.0012316062936517103
2018-05-07,0.0009851637463369478
2018-05-14,0.0012316062936514882
2018-05-21,0.0012316062936517103
2018-05-28,0.0012316062936514882
2018-06-04,0.0009851637463371699
2018-06-11,0.0012316062936517103
2018-06-18,0.0012316062936514882
2018-06-25,0.0012316062936517103
2018-07-02,0.0012316062936514882
2018-07-09,0.0012316062936514882
2018-07-16,0.0012316062936514882
2018-07-23,0.0012316062936517103
2018-07-30,0.0012316062936517103
2018-08-06,0.0012316062936514882
2018-08-13,0.0012316062936514882
2018-08-20,0.0012316062936514882
2018-08-27,0.0012316062936519323
2018-09-03,0.0012316062936514882
2018-09-10,0.0009851637463369478
2018-09-17,0.0012316062936514882
2018-09-24,0.0012316062936512662
2018-10-01,0.0012316062936514882
2018-10-08,0.0012316062936517103
2018-10-15,0.0009851637463369478
2018-10-22,0.0012316062936514882
2018-10-29,0.0012316062936517103
2018-11-05,0.000985163746337392
2018-11-12,0.0012316062936517103
2018-11-19,0.0009851637463371699
2018-11-26,0.0012316062936514882
2018-12-03,0.0012316062936517103
2018-12-10,0.0012316062936517103
2018-12-17,0.0012316062936517103
2018-12-24,0.0012316062936512662
2018-12-31,0.0009851637463371699
2019-01-07,0.0009851637463371699
2019-01-14,0.0012316062936517103
2019-01-21,0.0012316062936514882
2019-01-28,0.0012316062936514882
2019-02-04,0.0012316062936517103
2019-02-11,0.0012316062936514882
2019-02-18,0.0012316062936514882
2019-02-25,0.0012316062936514882
2019-03-04,
2019-03-11,
2019-03-18,0.0012316062936517103
2019-03-25,0.0012316062936517103
2019-04-01,0.0012316062936514882
2019-04-08,0.0012316062936514882
2019-04-15,0.0012316062936517103
2019-04-22,0.0009851637463371699
2019-04-29,0.0012316062936517103
2019-05-06,0.0009851637463371699
2019-05-13,0.0012316062936517103
2019-05-20,0.0012316062936512662
2019-05-27,0.0012316062936514882
2019-06-03,0.0012316062936512662
2019-06-10,0.0012316062936514882
2019-06-17,0.0012316062936517103
2019-06-24,0.0009851637463371699
2019-07-01,0.0012316062936514882
2019-07-08,0.0012316062936519323
2019-07-15,0.0012316062936517103
2019-07-22,0.0012316062936517103
2019-07-29,0.0012316062936517103
2019-08-05,0.0011754821042360142
2019-08-12,0.0011380677257755156
2019-08-19,0.0011380677257752936
2019-08-26,0.0011380677257750715
2019-09-02,0.0011380677257755156
2019-09-09,0.0011380677257752936
2019-09-16,0.0011380677257752936
2019-09-23,0.0010816474692205702
2019-09-30,0.0010440357313206139
2019-10-07,0.0010440357313206139
2019-10-14,0.0010440357313206139
2019-10-21,0.001044035731321058
2019-10-28,0.0010440357313206139
2019-11-04,0.0009873795228574345
2019-11-11,0.0009496104986590481
2019-11-18,0.0007596162855070254
