,Return
2014-05-26,26.36994693367426
2014-06-02,25.678174821601782
2014-06-09,25.381885773857995
2014-06-16,25.57334940625075
2014-06-23,26.112088768390436
2014-06-30,26.77467863919372
2014-07-07,27.42682053619392
2014-07-14,28.015938018576882
2014-07-21,28.449532163393652
2014-07-28,28.597646362225177
2014-08-04,28.479200255619347
2014-08-11,28.384632013088506
2014-08-18,28.686896315266893
2014-08-25,29.462622496023624
2014-09-01,30.34219321590949
2014-09-08,30.818134391605454
2014-09-15,30.732150063904303
2014-09-22,30.42546124282809
2014-09-29,30.3831098370271
2014-10-06,30.754413141457444
2014-10-13,31.255524358656828
2014-10-20,31.518787727211063
2014-10-27,31.468419942281542
2014-11-03,31.324991310886443
2014-11-10,31.304853571958187
2014-11-17,31.410403942425503
2014-11-24,31.533801769368967
2014-12-01,31.68236220405038
2014-12-08,32.00660388659304
2014-12-15,32.60063549256529
2014-12-22,33.3491699092644
2014-12-29,34.02512511385941
2015-01-05,34.50995493744918
2015-01-12,34.860473603630396
2015-01-19,35.166139377461725
2015-01-26,35.42212081516249
2015-02-02,35.60435011922491
2015-02-09,35.827777602174486
2015-02-16,36.31868903185953
2015-02-23,37.162253322295896
2015-03-02,38.11392925564161
2015-03-09,38.74793556900922
2015-03-16,38.83679065127714
2015-03-23,38.563904422788056
2015-03-30,38.33475282018752
2015-04-06,38.39097036276921
2015-04-13,38.63101539990012
2015-04-20,38.78075013280542
2015-04-27,38.66907058009637
2015-05-04,38.30560557257869
2015-05-11,37.75353084497619
2015-05-18,37.03583410498432
2015-05-25,36.21038283188382
2015-06-01,35.47360999776977
2015-06-08,35.09288198672914
2015-06-15,35.201841507665996
2015-06-22,35.69545261854332
2015-06-29,36.34949269414937
2015-07-06,37.0081466702825
2015-07-13,37.61289651094116
2015-07-20,38.08447550092637
2015-07-27,38.28938994755241
2015-08-03,38.20461238699329
2015-08-10,38.07592782075881
2015-08-17,38.28872451515806
2015-08-24,38.99569885617723
2015-08-31,39.896783924957276
2015-09-07,43.50943280511334
2015-09-14,43.5109281998702
2015-09-21,43.205030968938736
2015-09-28,43.090451343949375
2015-10-05,43.39899646124918
2015-10-12,41.29542225354368
2015-10-19,41.617795051151745
2015-10-26,41.61266027113554
2015-11-02,42.924442474976914
2015-11-09,42.875568444052846
2015-11-16,42.96666579798906
2015-11-23,43.09174978026985
2015-11-30,43.22705642758649
2015-12-07,43.50823122614418
2015-12-14,44.05627864049043
2015-12-21,44.7936441371204
2015-12-28,45.496724812639165
2016-01-04,46.0155127594441
2016-01-11,46.38184642931921
2016-01-18,46.6928990091647
2016-01-25,46.96133202524203
2016-02-01,47.15358559056606
2016-02-08,47.353757356314595
2016-02-15,47.78270984644354
2016-02-22,48.57147383419652
2016-02-29,49.53444746372192
2016-03-07,50.25244051477819
2016-03-14,50.43683502676647
2016-03-21,50.200139918791386
2016-03-28,49.936275421084545
2016-04-04,49.939616355690205
2016-04-11,50.166006636915505
2016-04-18,50.35002263200002
2016-04-25,50.288507250406795
2016-05-02,49.96479223954854
2016-05-09,49.44364787558607
2016-05-16,48.75416691171096
2016-05-23,47.93793012509681
2016-05-30,47.16531204278821
2016-06-06,46.704731375675806
2016-06-13,46.72746170834858
2016-06-20,47.168212424375845
2016-06-27,47.80866486569661
2016-07-04,48.47237165541362
2016-07-11,49.0903659398647
2016-07-18,49.59516302711146
2016-07-25,49.85561152358226
2016-08-01,49.812684850499956
2016-08-08,49.66329623706101
2016-08-15,49.79219095766967
2016-08-22,50.42017122492314
2016-08-29,51.32468958897772
2016-09-05,51.989682441912166
2016-09-12,52.08798109751346
2016-09-19,51.80028597538004
2016-09-26,51.62142110919359
2016-10-03,51.859196142751024
2016-10-10,52.36198549881321
2016-10-17,52.73875166296413
2016-10-24,52.78562357435335
2016-10-31,52.643144621880104
2016-11-07,52.566674051876895
2016-11-14,52.639203422337054
2016-11-21,52.76497653040068
2016-11-28,52.89190889215813
2016-12-05,53.13445506561391
2016-12-12,53.633878675631436
2016-12-19,54.35225831926607
2016-12-26,55.07735407227617
2017-01-02,55.63150011205293
2017-01-09,56.017230960650245
2017-01-16,56.33394903027276
2017-01-23,56.61322286812669
2017-01-30,56.81808585634435
2017-02-06,57.002730830091146
2017-02-13,57.37462023391931
2017-02-20,58.10244296524645
2017-02-27,59.062253363551065
2017-03-06,59.8542084880078
2017-03-13,60.138092626363644
2017-03-20,59.95129946134629
2017-03-27,59.66281142176255
2017-04-03,59.61148208245743
2017-04-10,59.81488618077191
2017-04-17,60.026360226587244
2017-04-24,60.014845337258244
2017-05-01,60.17559779448681
2017-05-08,59.68614294918788
2017-05-15,59.02580837073792
2017-05-22,58.22428926146301
2017-05-29,57.42498326187392
2017-06-05,56.89044338789897
2017-06-12,56.82459898121783
2017-06-19,57.20492063881879
2017-06-26,57.82597139960074
2017-07-03,58.492898799546566
2017-07-10,59.12222686497567
2017-07-17,59.65564735457027
2017-07-24,59.96914311457201
2017-07-31,59.97450150564587
2017-08-07,59.81773019221024
2017-08-14,59.87063617157869
2017-08-21,60.41210443530006
2017-08-28,61.302152499447004
2017-09-04,62.04596920428268
2017-09-11,62.247416885018545
2017-09-18,61.995216080959125
2017-09-25,61.76269088957388
2017-10-02,61.92417224104027
2017-10-09,62.407251496177544
2017-10-16,62.8314599595699
2017-10-23,62.93555394109326
2017-10-30,62.806792325555506
2017-11-06,62.70536164990342
2017-11-13,62.75555422145668
2017-11-20,62.87997065487582
2017-11-27,63.00262492390254
2017-12-04,63.211697254408975
2017-12-11,63.6612710034741
2017-12-18,64.35324252241988
2017-12-25,67.46414145214911
2018-01-01,69.23552563432305
2018-01-08,69.64435560663189
2018-01-15,69.96774697374671
2018-01-22,70.2561588062559
2018-01-29,70.47512823640604
2018-02-05,70.6514358376472
2018-02-12,70.97243748248803
2018-02-19,71.63534738021067
2018-02-26,72.5782408132006
2018-03-05,73.43234504952353
2018-03-12,73.81705006853606
2018-03-19,73.69301808329922
2018-03-26,73.39157552560377
2018-04-02,73.28593280555214
2018-04-09,73.45762257306137
2018-04-16,73.68870100791227
2018-04-23,73.72596390650195
2018-04-30,73.48905262053538
2018-05-07,73.03240023697143
2018-05-14,72.40174964050392
2018-05-21,71.6194759075187
2018-05-28,70.80239553837079
2018-06-04,70.2009192477888
2018-06-11,70.04564295335103
2018-06-18,70.35838048931612
2018-06-25,70.95351526654837
2018-07-02,71.62130392570393
2018-07-09,72.2604297479733
2018-07-16,72.81822003756324
2018-07-23,73.18130737213524
2018-07-30,73.23957772744929
2018-08-06,73.08822408352842
2018-08-13,73.07504262072395
2018-08-20,73.52537505045049
2018-08-27,74.38381835446998
2018-09-03,75.19265710153854
2018-09-10,75.50038305512798
2018-09-17,75.30023102958558
2018-09-24,75.02702212663948
2018-10-01,75.10945841107234
2018-10-08,75.55939091851609
2018-10-15,76.02203768831943
2018-10-22,76.18670700407137
2018-10-29,76.08091376100766
2018-11-05,75.95866272194145
2018-11-12,75.98339238897992
2018-11-19,76.10351628216691
2018-11-26,76.2250204144698
2018-12-03,76.406221633188
2018-12-10,76.80614013945694
2018-12-17,77.46494589268342
2018-12-24,78.21491947252711
2018-12-31,78.83970861510068
2019-01-07,79.27523853777592
2019-01-14,79.6070397034075
2019-01-21,79.90301270905083
2019-01-28,80.13659577295856
2019-02-04,80.3109815185838
2019-02-11,80.58822175815922
2019-02-18,81.18442182272906
2019-02-25,82.09776176918797
2019-03-04,83.00080890722937
2019-03-11,83.48499028352502
2019-03-18,83.43527954933072
2019-03-25,83.13377893147454
2019-04-01,82.97641628092123
2019-04-08,83.10862144788153
2019-04-15,83.35061700584025
2019-04-22,83.43425843919498
2019-04-29,83.24416498300526
2019-05-06,82.82181122856541
2019-05-13,82.22116051091987
2019-05-20,81.4617051497736
2019-05-27,80.63529812060813
2019-06-03,79.9748235136384
2019-06-10,79.73080399261902
2019-06-17,79.9694650175524
2019-06-24,80.53159221855432
2019-07-01,81.19722824226928
2019-07-08,81.84485388711362
2019-07-15,82.42322314177633
2019-07-22,82.83174428079138
2019-07-29,82.94576275182678
2019-08-05,82.8117212326767
2019-08-12,82.74392691834149
2019-08-19,83.1014564388094
2019-08-26,83.91248354575256
2019-09-02,84.77062048761728
2019-09-09,85.1844148372322
2019-09-16,85.05153014709084
2019-09-23,84.75254100712756
2019-09-30,84.75613616718817
2019-10-07,85.1603504092184
2019-10-14,85.6506526108316
2019-10-21,85.87715130068476
2019-10-28,85.80341153409607
2019-11-04,85.6659129578498
2019-11-11,85.66296949985846
2019-11-18,85.77518662576183
2019-11-25,85.897569233703
2019-12-02,86.05666518224567
2019-12-09,86.40848851802983
2019-12-16,87.02827960642982
2019-12-23,87.77970499854584
2019-12-30,88.43740011812486
